NEU_E3	NEU_E3	NEU_E3	NEU_E4	NEU_E4	NEU_E4
C20orf196	65	61	64	54	62	74
CHGB	2888	3228	3798	3849	4640	3350
TRMT6	176	229	229	206	179	146
MCM8	29	47	21	48	28	41
CRLS1	215	186	231	190	254	160
LRRN4	13	5	13	13	9	14
FERMT1	15	10	11	11	16	19
BMP2	33	38	43	48	59	18
HAO1	0	0	0	0	0	0
TMX4	1117	1073	1173	1593	1424	1346
PLCB1	583	555	564	920	908	1001
PLCB4	727	665	643	834	852	523
LAMP5	2	44	3	13	12	2
PAK7	313	727	810	894	921	1044
SNAP25-AS1	29	13	24	20	34	15
ANKEF1	108	118	127	127	153	88
SNAP25	5819	3588	4225	4575	5145	3531
MKKS	453	427	470	474	567	370
SLX4IP	27	26	24	37	20	23
JAG1	52	135	44	49	47	29
LOC339593	0	0	0	0	0	0
BTBD3	1062	698	723	716	754	456
SPTLC3	0	0	0	0	0	0
ISM1	1	1	3	5	1	0
ISM1-AS1	0	1	0	0	0	0
TASP1	80	51	61	51	80	50
ESF1	148	233	186	194	193	164
NDUFAF5	306	265	316	251	254	243
SEL1L2	0	2	0	1	0	2
MACROD2	272	332	377	399	410	295
FLRT3	43	109	73	89	62	56
MACROD2-AS1	0	0	0	0	0	0
KIF16B	24	36	22	27	34	41
SNRPB2	422	602	547	450	530	491
OTOR	0	2	0	0	0	0
PCSK2	512	559	962	700	651	542
BFSP1	38	36	37	46	58	51
DSTN	2694	3325	3997	3498	4279	3212
RRBP1	157	289	155	247	186	198
BANF2	0	0	0	0	0	0
SNX5	148	171	188	179	202	179
SNORD17	0	1	0	0	0	0
MGME1	29	76	33	44	34	49
OVOL2	0	1	2	0	1	0
PET117	12	13	17	16	20	25
CSRP2BP	210	212	270	248	260	269
ZNF133	94	144	114	122	117	140
LINC00851	1	0	0	0	0	0
DZANK1	84	115	119	110	107	102
POLR3F	238	250	260	216	215	206
MIR3192	0	0	0	0	0	0
RBBP9	210	279	236	289	246	266
SEC23B	595	709	755	670	772	671
LINC00493	224	179	216	182	177	176
DTD1	1204	1400	1379	1272	1496	1544
LINC00652	10	8	10	22	11	17
LOC100270804	15	8	12	17	10	9
C20orf78	0	0	0	0	0	0
SCP2D1	0	0	0	0	0	0
SLC24A3	828	556	774	806	916	553
LOC100130264	0	0	0	0	0	0
RIN2	54	136	68	100	96	129
NAA20	554	422	515	467	531	385
CRNKL1	198	334	288	316	294	329
C20orf26	31	28	23	20	25	15
INSM1	122	421	145	179	154	174
RALGAPA2	290	366	287	382	363	306
PLK1S1	151	193	155	196	189	203
XRN2	361	889	732	764	844	702
NKX2-4	0	0	0	0	0	0
NKX2-2	1	1	1	1	1	0
PAX1	3	3	5	3	1	2
LOC100270679	0	0	0	0	0	1
LOC284788	0	0	0	0	0	0
LINC00261	0	0	0	0	0	0
FOXA2	0	1	0	0	0	0
SSTR4	0	0	1	0	3	0
THBD	12	19	7	7	10	4
CD93	0	1	0	1	1	1
LINC00656	0	0	0	0	0	0
NXT1	70	80	93	49	47	64
GZF1	216	268	228	259	253	297
NAPB	4475	4240	4999	5302	5605	3889
CSTL1	0	0	0	0	0	0
CST11	0	0	0	0	0	0
CST8	0	0	0	0	0	0
CST13P	0	0	0	0	0	0
CST9L	0	0	0	0	0	0
CST9	0	0	0	0	0	0
CST3	1363	699	629	650	798	474
CST4	0	0	0	0	0	0
CST1	0	0	0	0	0	0
CST2	0	0	0	0	0	0
CST5	0	0	0	0	0	0
GGTLC1	0	0	0	0	0	0
FLJ33581	0	1	1	2	1	0
SYNDIG1	123	45	72	58	55	12
CST7	0	0	0	0	0	0
APMAP	1868	1439	1593	1629	1672	1545
ACSS1	1	4	1	1	2	1
VSX1	0	0	0	1	0	0
LOC284798	2	1	0	0	1	0
ENTPD6	1759	1340	1601	1644	1815	1351
PYGB	2821	2509	2951	2884	3129	3439
ABHD12	774	417	547	535	583	496
GINS1	37	87	51	40	40	40
NINL	341	393	313	448	322	366
NANP	70	75	70	69	80	69
ZNF337	136	162	145	156	159	145
FAM182B	15	10	12	20	17	6
LOC100134868	0	0	0	0	0	0
FAM182A	6	5	2	4	3	2
NCOR1P1	0	0	0	0	0	0
LOC284801	2	2	2	1	0	1
MIR663A	0	0	0	0	0	0
FRG1B	69	104	100	194	221	164
MLLT10P1	3	2	2	6	5	3
DEFB115	0	1	0	2	0	1
DEFB116	0	0	0	0	0	0
DEFB118	0	0	0	0	0	0
DEFB119	0	0	0	0	0	0
DEFB121	0	0	0	0	0	0
DEFB122	0	0	0	0	0	0
DEFB123	0	0	0	0	0	0
DEFB124	0	0	0	0	0	1
REM1	0	0	0	0	0	0
LINC00028	0	0	0	0	0	0
HM13	843	778	1010	866	1161	1024
PSIMCT-1	24	44	39	40	49	39
HM13-AS1	0	0	0	1	0	0
ID1	589	36	32	28	14	12
MIR3193	0	0	0	0	0	0
COX4I2	1	1	0	0	0	0
BCL2L1	1030	926	1073	1092	1182	1283
TPX2	41	170	36	55	48	54
MYLK2	3	2	0	0	1	3
FOXS1	0	6	1	0	1	1
DUSP15	569	294	326	359	371	485
TTLL9	36	34	26	51	22	37
PDRG1	330	318	352	275	334	446
XKR7	183	216	156	281	176	282
CCM2L	44	48	34	56	51	63
HCK	5	10	11	5	6	17
TM9SF4	1114	1053	1211	1236	1293	1194
TSPY26P	37	21	22	39	31	32
PLAGL2	107	202	137	177	157	211
POFUT1	171	277	239	236	226	292
KIF3B	1914	1928	2291	2439	2679	2106
ASXL1	752	809	823	922	837	753
C20orf112	1441	1872	1865	2309	2162	2280
LOC149950	0	0	0	0	0	1
C20orf203	34	42	29	49	17	29
COMMD7	715	529	658	518	675	513
DNMT3B	25	51	21	37	21	39
MAPRE1	1896	2375	2476	2178	2594	2604
SUN5	0	0	0	0	0	0
BPIFB2	0	0	0	0	0	0
BPIFB6	0	0	0	0	0	0
BPIFB3	0	0	0	0	0	0
BPIFB4	4	0	0	0	0	0
BPIFA2	0	1	0	0	0	0
BPIFA4P	0	0	0	0	0	0
BPIFA3	0	0	0	0	0	0
BPIFA1	0	0	0	0	0	0
BPIFB1	0	0	0	0	0	0
CDK5RAP1	123	121	143	122	113	159
SNTA1	160	107	161	121	146	171
CBFA2T2	547	779	688	845	755	717
NECAB3	364	344	256	301	252	233
C20orf144	2	0	0	0	0	0
ACTL10	0	4	0	1	0	1
E2F1	28	65	11	31	26	18
PXMP4	151	121	104	147	144	176
ZNF341	37	43	42	56	58	58
CHMP4B	923	1167	1238	1002	1190	1082
RALY	1159	1477	1243	1164	1237	1333
MIR4755	0	0	0	0	0	0
EIF2S2	504	468	469	397	468	434
ASIP	0	0	0	0	1	0
AHCY	810	736	748	664	839	688
ITCH	389	451	355	438	438	359
MIR644A	0	0	0	0	0	0
DYNLRB1	1618	1787	2216	1709	2120	1931
MAP1LC3A	1641	1210	1460	1428	1760	1285
PIGU	276	323	327	345	426	332
TP53INP2	1311	1084	887	1139	1162	1043
NCOA6	479	956	764	1010	934	976
HMGB3P1	0	0	0	0	0	0
GGT7	720	627	554	710	583	586
ACSS2	400	370	356	368	423	476
GSS	367	245	255	244	292	293
MYH7B	2	2	3	2	0	2
MIR499A	0	0	0	0	0	0
MIR499B	0	0	0	0	0	0
TRPC4AP	972	1068	1071	1129	1149	1098
EDEM2	174	124	137	123	100	116
PROCR	0	3	0	0	0	0
MMP24	1648	1744	1932	2076	2025	2092
EIF6	569	473	547	463	553	531
FAM83C	0	0	0	0	0	0
UQCC	469	354	411	349	454	372
GDF5	6	4	2	0	1	3
CEP250	317	336	272	360	293	233
C20orf173	0	0	0	0	0	1
ERGIC3	1109	1206	1118	1085	1087	1025
SPAG4	41	17	4	24	12	10
CPNE1	551	487	337	440	346	384
RBM12	738	1005	1027	1046	1138	1164
NFS1	167	187	208	216	211	249
ROMO1	406	361	403	330	387	377
RBM39	947	1464	1296	1206	1379	1166
PHF20	468	579	585	633	681	759
SCAND1	337	232	263	236	210	245
CNBD2	4	0	2	3	0	0
LINC00657	3187	4930	5020	5699	5356	4785
EPB41L1	7539	6188	7292	9051	9166	7429
AAR2	340	325	324	280	352	406
DLGAP4	2119	2169	2062	2464	2290	2329
MYL9	3	192	19	61	45	3
TGIF2	0	63	6	10	5	2
TGIF2-C20orf24	0	0	0	0	0	0
C20orf24	49	33	48	39	38	31
SLA2	0	0	1	0	0	0
NDRG3	1295	1126	1107	1442	1355	1124
DSN1	19	26	21	38	30	32
SOGA1	882	814	690	1569	941	928
C20orf118	0	1	0	0	1	1
SAMHD1	325	369	482	445	549	455
RBL1	18	41	19	29	20	23
MROH8	46	62	76	63	64	55
RPN2	1743	2011	2079	1938	2207	2171
GHRH	6	4	5	2	16	3
MANBAL	492	450	519	467	512	450
SRC	566	811	814	937	925	1083
BLCAP	3806	2886	3382	3622	3909	3260
NNAT	4448	8532	5663	6201	8180	4945
LINC00489	0	0	0	0	0	0
LOC100287792	0	0	0	0	1	0
CTNNBL1	219	353	304	295	257	298
VSTM2L	1638	913	1192	1338	1444	1516
TTI1	276	365	351	382	410	404
RPRD1B	349	401	389	418	395	395
TGM2	0	13	2	7	8	2
KIAA1755	0	1	0	0	0	0
BPI	0	0	0	0	0	0
LBP	0	0	0	0	0	0
LOC388796	98	98	106	71	73	109
SNORA71B	3	0	0	0	0	1
SNORA71A	1	2	0	0	0	0
SNORA71C	1	0	0	0	0	1
SNORA71D	0	1	0	0	0	0
SNHG11	109	74	92	80	87	82
SNORA39	2	0	0	0	1	0
SNORA60	0	0	0	0	0	0
RALGAPB	816	1016	988	1231	1120	1105
ADIG	0	0	0	0	0	0
ARHGAP40	0	1	0	0	1	0
SLC32A1	12	47	17	41	24	53
ACTR5	43	80	81	53	84	97
PPP1R16B	485	383	373	614	527	677
FAM83D	2	28	3	3	5	3
DHX35	96	116	87	100	109	137
LOC339568	0	0	0	0	0	0
MAFB	82	170	184	162	177	119
TOP1	565	1086	853	1050	1017	904
PLCG1	618	1120	710	992	800	1274
ZHX3	503	452	563	649	646	610
LPIN3	64	19	11	33	17	16
EMILIN3	10	38	13	41	20	32
CHD6	380	440	312	590	434	420
PTPRT	7	4	4	3	0	3
SRSF6	775	1425	1358	1211	1218	1254
L3MBTL1	128	106	65	159	62	73
SGK2	3	6	3	2	4	1
IFT52	311	541	518	408	519	494
MYBL2	2	116	3	13	4	1
GTSF1L	0	0	0	0	0	0
TOX2	189	223	192	272	208	278
JPH2	0	5	1	4	0	1
C20orf111	164	194	211	189	219	169
LOC100505783	114	151	111	137	171	143
GDAP1L1	963	1650	1572	1508	1799	1668
FITM2	121	66	65	86	84	73
R3HDML	0	0	0	0	0	0
HNF4A	0	2	1	2	0	3
MIR3646	0	0	0	0	0	0
TTPAL	479	334	468	500	486	438
SERINC3	1795	1758	1858	2142	2300	1948
PKIG	376	468	614	419	552	534
ADA	5	17	2	0	1	1
LOC79015	65	66	44	43	47	45
WISP2	0	0	0	0	0	0
KCNK15	6	5	3	1	4	4
RIMS4	1646	1965	2128	2276	2120	2237
YWHAB	8656	9847	12425	10359	13527	9719
PABPC1L	38	11	6	23	7	8
TOMM34	177	176	129	159	167	177
STK4-AS1	0	1	1	0	6	0
STK4	296	459	354	456	442	469
KCNS1	8	13	26	17	27	10
WFDC5	0	2	4	3	1	1
WFDC12	0	0	0	0	0	0
PI3	3	0	3	0	1	0
SEMG1	0	1	1	2	1	0
SEMG2	0	0	0	0	0	0
SLPI	0	0	1	0	0	0
MATN4	0	2	0	2	2	2
RBPJL	0	0	0	0	0	0
SDC4	0	36	5	6	6	0
SYS1	195	205	236	233	271	236
SYS1-DBNDD2	0	0	0	0	0	0
TP53TG5	2	0	0	0	0	0
DBNDD2	5	1	0	2	2	2
PIGT	1067	907	1018	939	1072	923
WFDC2	90	70	59	67	84	47
SPINT3	0	0	0	0	0	0
WFDC6	0	0	0	1	0	0
EPPIN-WFDC6	0	0	0	0	0	0
EPPIN	0	0	0	0	0	1
WFDC8	0	0	0	0	0	0
WFDC9	0	1	0	0	1	0
WFDC10A	0	0	0	1	0	0
WFDC11	0	0	0	0	0	1
WFDC10B	1	0	0	0	0	0
WFDC13	0	3	0	0	1	0
SPINT4	0	0	1	0	0	0
WFDC3	8	0	1	1	1	0
DNTTIP1	178	246	187	150	182	183
UBE2C	3	63	3	4	3	4
TNNC2	1	10	5	4	3	6
SNX21	214	133	147	172	167	146
ACOT8	163	140	164	131	139	154
ZSWIM3	86	102	95	102	121	114
ZSWIM1	72	116	84	101	121	112
SPATA25	2	3	0	4	0	1
NEURL2	22	21	21	19	17	12
CTSA	332	293	326	311	525	359
PLTP	68	163	67	85	68	58
PCIF1	258	295	309	276	263	360
ZNF335	227	198	199	215	198	178
MMP9	1	0	2	0	0	0
SLC12A5	1238	1409	1949	2201	2461	1230
NCOA5	382	585	645	578	741	705
CD40	12	13	3	2	2	1
CDH22	465	297	364	379	402	215
SLC35C2	315	287	243	304	213	236
ELMO2	737	835	863	848	866	1079
ZNF663	6	6	6	8	4	5
MKRN7P	3	3	5	4	4	3
ZNF334	120	132	82	110	109	70
OCSTAMP	0	0	0	1	0	0
SLC13A3	13	42	18	17	17	10
TP53RK	205	240	258	242	262	259
SLC2A10	2	11	2	11	1	4
EYA2	7	110	22	50	26	38
MIR3616	0	0	0	0	0	0
ZMYND8	438	634	584	561	542	498
LOC100131496	0	0	0	0	1	0
NCOA3	537	667	574	749	707	578
SULF2	1405	2038	2167	2532	1895	1139
LINC00494	1	2	1	0	1	0
PREX1	73	414	128	173	142	209
ARFGEF2	911	748	777	974	963	799
CSE1L	940	1443	1422	1395	1593	1240
STAU1	1425	1795	1983	1919	2120	2069
DDX27	194	303	236	218	202	213
ZNFX1	190	214	210	222	277	284
ZFAS1	1021	927	824	882	964	944
SNORD12C	0	0	1	0	0	0
SNORD12B	0	0	0	0	0	0
SNORD12	0	1	0	0	0	0
KCNB1	221	182	165	398	274	227
PTGIS	98	155	124	177	158	174
B4GALT5	2018	2013	2173	2424	2575	2200
SLC9A8	156	159	194	154	174	142
SPATA2	263	268	280	247	279	272
RNF114	263	390	402	346	430	468
SNAI1	15	24	15	4	11	10
LINC00651	0	0	0	0	0	0
UBE2V1	2	3	2	3	3	2
TMEM189-UBE2V1	0	0	0	0	0	0
TMEM189	287	252	252	267	264	313
CEBPB	89	84	57	69	62	69
LOC284751	0	2	1	0	0	0
PTPN1	789	1096	1032	1036	1132	1434
MIR645	0	0	0	1	0	0
FAM65C	3	1	1	2	2	0
PARD6B	64	88	99	96	123	113
BCAS4	176	119	142	190	150	154
ADNP	1273	2151	2024	2339	2306	2248
DPM1	203	260	191	201	180	160
MOCS3	134	133	141	119	128	138
KCNG1	6	14	7	4	4	2
NFATC2	0	8	1	0	3	1
MIR3194	0	0	0	0	0	0
ATP9A	7597	6425	6883	11141	9547	8108
SALL4	16	30	21	24	17	30
ZFP64	220	275	275	311	326	373
TSHZ2	82	147	65	139	129	191
ZNF217	34	167	54	96	51	95
SUMO1P1	0	1	0	0	0	0
BCAS1	0	1	1	0	0	0
MIR4756	0	0	0	0	0	0
CYP24A1	0	1	1	1	1	0
PFDN4	361	414	454	407	496	403
DOK5	890	621	624	720	749	489
CBLN4	0	0	0	0	0	0
MC3R	0	0	0	0	0	0
FAM210B	89	283	181	212	154	200
AURKA	11	40	9	15	12	14
CSTF1	140	211	200	187	185	228
CASS4	2	2	0	0	0	1
RTFDC1	777	825	907	796	859	843
GCNT7	0	1	0	0	0	0
FAM209A	1	0	2	0	0	0
FAM209B	0	1	0	1	2	1
TFAP2C	0	20	0	3	2	0
BMP7	154	180	194	179	121	40
MIR4325	0	0	0	0	0	0
SPO11	0	1	0	0	0	1
MIR5095	0	0	0	0	0	0
RAE1	294	438	400	380	385	488
MTRNR2L3	0	0	1	1	2	0
RBM38	66	152	92	85	78	79
CTCFL	2	0	0	0	1	0
PCK1	0	0	0	0	0	0
ZBP1	0	0	0	0	0	0
PMEPA1	250	346	282	303	281	224
MIR4532	0	0	0	0	0	0
C20orf85	0	0	0	0	0	0
PPP4R1L	4	3	1	5	2	7
RAB22A	789	713	717	906	785	695
VAPB	2131	1729	1794	2249	2379	2073
APCDD1L	0	0	0	0	0	0
APCDD1L-AS1	2	1	1	1	1	2
STX16	402	264	235	319	312	255
STX16-NPEPL1	0	7	1	2	0	0
NPEPL1	2	1	0	0	0	0
MIR296	0	0	0	0	0	0
MIR298	0	0	0	0	0	0
GNAS-AS1	2	4	3	2	3	2
GNAS	23548	27764	30316	27836	35849	28052
NELFCD	283	352	340	308	330	352
CTSZ	53	33	33	39	45	27
TUBB1	0	2	2	0	0	2
SLMO2-ATP5E	0	0	0	0	0	0
ATP5E	5	3	4	4	5	6
SLMO2	156	373	352	262	313	291
ZNF831	0	2	0	1	1	1
EDN3	5	6	6	4	2	2
PHACTR3	355	528	529	523	616	663
LOC100506384	0	0	0	0	0	0
SYCP2	3	0	5	2	0	0
FAM217B	153	165	147	166	155	151
PPP1R3D	71	72	98	73	109	96
CDH26	2	0	0	3	1	0
C20orf197	0	0	0	0	0	0
LOC284757	0	0	0	0	0	0
MIR4533	0	0	0	0	0	0
CDH4	498	512	724	783	887	567
MIR1257	0	0	0	0	0	0
TAF4	138	233	192	210	212	222
LSM14B	812	938	914	962	984	1003
PSMA7	1318	1341	1348	1129	1290	1426
SS18L1	544	787	728	840	689	881
GTPBP5	134	137	105	109	96	106
HRH3	223	178	272	209	257	203
OSBPL2	348	435	403	427	471	442
ADRM1	782	908	964	824	905	924
LAMA5	302	377	192	431	215	238
MIR4758	0	0	0	0	0	0
RPS21	1236	1010	924	848	1078	982
CABLES2	424	539	621	584	570	467
RBBP8NL	0	0	0	0	0	0
GATA5	1	1	0	0	0	1
C20orf166-AS1	102	85	92	125	99	135
C20orf166	0	0	0	0	0	0
MIR1-1	0	0	0	0	0	0
MIR133A2	0	0	0	0	0	0
SLCO4A1	131	92	81	94	126	80
LOC100127888	0	0	1	0	0	0
NTSR1	40	11	26	21	20	21
LINC00659	0	0	0	0	0	0
MRGBP	124	175	127	122	158	159
OGFR	252	276	267	309	292	259
COL9A3	13	16	10	25	12	11
TCFL5	82	150	107	124	132	141
DPH3P1	0	2	0	1	1	2
DIDO1	628	864	739	860	843	1000
GID8	658	848	931	842	941	1047
SLC17A9	1	2	0	2	0	0
BHLHE23	3	1	2	2	0	0
LOC63930	0	0	0	2	0	0
LINC00029	0	2	1	1	1	0
LOC100144597	0	0	0	0	0	0
HAR1B	7	14	10	15	19	7
HAR1A	119	48	53	60	58	37
MIR124-3	0	0	0	0	0	0
YTHDF1	592	863	819	752	844	801
BIRC7	0	2	0	0	0	0
MIR3196	0	0	0	0	0	0
NKAIN4	184	368	286	288	284	214
FLJ16779	3	8	5	4	4	4
ARFGAP1	525	527	502	587	585	549
MIR4326	0	0	0	0	0	0
COL20A1	1	2	1	3	0	3
CHRNA4	1306	1433	1546	1741	1761	1394
KCNQ2	893	709	622	1018	748	685
EEF1A2	9216	8438	9239	9289	11082	9952
PPDPF	2347	1830	1862	1936	1945	1976
PTK6	0	1	1	1	0	0
SRMS	0	0	0	0	0	1
C20orf195	21	30	42	35	30	40
HELZ2	67	80	58	82	36	76
GMEB2	144	148	130	133	126	172
STMN3	3984	3135	4095	3828	4531	3238
RTEL1	5	6	1	2	1	8
RTEL1-TNFRSF6B	2	1	0	1	0	2
TNFRSF6B	0	0	0	1	0	0
ARFRP1	246	203	187	228	209	214
ZGPAT	122	120	96	131	89	84
LIME1	23	20	6	10	11	8
SLC2A4RG	158	183	102	161	96	132
ZBTB46	457	536	523	610	553	575
ABHD16B	1	0	0	0	0	1
TPD52L2	862	951	714	749	683	794
DNAJC5	3342	2756	3252	3233	3589	3180
MIR941-1	0	0	0	0	0	0
MIR941-3	0	0	0	0	0	0
MIR941-4	0	0	0	0	0	0
MIR941-2	0	0	0	0	0	0
UCKL1	119	169	104	152	122	133
MIR1914	3	3	1	0	0	0
MIR647	3	0	1	2	0	0
UCKL1-AS1	0	0	4	2	1	4
ZNF512B	946	678	699	986	945	766
SAMD10	505	372	394	464	503	389
PRPF6	974	1416	1437	1296	1357	1556
LINC00176	12	25	7	21	9	11
SOX18	20	8	11	8	8	10
TCEA2	644	535	600	519	582	598
RGS19	100	64	76	72	107	88
OPRL1	317	373	556	504	605	499
C20orf201	7	3	2	4	6	3
NPBWR2	0	0	0	0	0	0
MYT1	390	778	715	789	791	849
PCMTD2	277	578	353	439	392	403
LINC00266-1	0	0	1	0	0	0
MIR3648	0	0	0	0	0	0
MIR3687	0	0	0	0	0	0
TEKT4P2	0	0	0	0	0	0
TPTE	0	0	0	0	0	0
BAGE4	0	0	0	0	0	0
BAGE2	0	0	0	0	0	0
BAGE3	0	0	0	0	0	0
BAGE5	0	0	0	0	0	0
BAGE	0	0	0	0	0	0
ANKRD30BP2	0	0	0	0	0	0
MIR3156-3	0	0	0	0	0	0
POTED	0	0	0	0	0	0
C21orf15	0	1	0	1	0	0
ANKRD20A11P	0	0	0	0	0	1
LIPI	0	0	0	0	0	0
RBM11	66	81	57	87	87	80
ABCC13	0	2	0	0	0	0
HSPA13	1617	1850	2140	2041	2219	1724
SAMSN1	3	10	7	5	5	5
SAMSN1-AS1	0	0	0	0	1	0
LOC388813	1	1	2	4	0	1
NRIP1	346	640	350	526	426	397
USP25	253	239	202	282	208	229
LINC00478	3	24	11	19	5	2
MIR99A	0	0	0	0	0	0
MIRLET7C	0	0	0	0	0	0
MIR125B2	0	0	0	0	0	0
C21orf37	0	0	0	0	0	0
CXADR	2051	3380	4523	4315	4827	4094
BTG3	64	89	45	70	61	90
C21orf91-OT1	0	0	0	0	0	0
C21orf91	35	58	45	53	62	56
CHODL-AS1	0	0	0	0	0	0
CHODL	95	70	57	83	103	133
TMPRSS15	1	6	1	3	1	0
LINC00320	0	0	0	0	0	0
NCAM2	287	244	312	509	511	559
RNU6-67	0	0	0	0	0	0
LINC00317	0	0	0	0	0	1
LINC00308	0	0	0	0	0	0
D21S2088E	4	22	1	10	3	7
LOC339622	0	0	0	0	0	0
LINC00158	2	5	0	1	1	1
MIR155HG	0	1	0	0	0	0
MIR155	0	0	0	0	0	0
LINC00515	14	12	10	14	14	10
MRPL39	157	183	160	128	171	146
JAM2	69	143	132	116	132	99
ATP5J	778	974	968	777	1079	845
GABPA	53	186	113	178	125	116
APP	19665	24438	27570	27994	31020	25314
CYYR1	1	39	0	11	12	0
ADAMTS1	32	23	15	18	5	3
ADAMTS5	37	45	21	59	32	26
MIR4759	0	0	0	0	0	0
MIR5009	0	0	0	0	0	0
LINC00113	0	0	0	0	0	0
LINC00314	0	0	0	0	0	0
LINC00161	0	0	0	0	0	0
N6AMT1	27	29	19	31	38	36
LTN1	465	546	452	607	650	477
RWDD2B	80	88	97	66	105	107
USP16	333	466	377	389	401	354
CCT8	1650	2299	2233	2024	2351	2119
C21orf7	0	3	2	4	5	4
LINC00189	0	0	1	0	0	0
BACH1	271	441	431	495	457	548
GRIK1	80	117	160	189	186	120
GRIK1-AS2	3	1	1	1	1	0
GRIK1-AS1	1	0	1	0	0	2
CLDN17	0	0	0	0	0	0
LINC00307	0	0	0	0	0	0
CLDN8	0	0	0	0	0	0
KRTAP24-1	0	0	0	0	0	0
KRTAP25-1	0	0	0	0	0	0
KRTAP26-1	0	0	0	0	0	0
KRTAP27-1	0	0	0	0	0	0
KRTAP23-1	0	0	0	0	0	0
KRTAP13-2	0	0	0	0	1	0
MIR4327	0	0	0	0	0	0
KRTAP13-1	0	0	0	0	0	0
KRTAP13-3	0	0	0	0	0	0
KRTAP13-4	0	1	0	0	0	0
KRTAP15-1	0	0	0	0	0	0
KRTAP19-1	0	1	0	0	0	0
KRTAP19-2	0	0	0	0	0	0
KRTAP19-3	0	0	0	0	0	0
KRTAP19-4	0	0	0	0	0	0
KRTAP19-5	0	0	0	0	0	0
KRTAP19-6	0	0	0	0	0	0
KRTAP19-7	0	0	0	0	0	0
KRTAP22-2	0	0	0	0	0	0
KRTAP6-3	0	0	0	0	0	0
KRTAP6-2	0	0	0	0	0	0
KRTAP22-1	0	0	0	0	0	0
KRTAP6-1	0	0	0	0	0	0
KRTAP20-1	0	0	0	0	0	0
KRTAP20-4	0	0	0	0	0	0
KRTAP20-2	0	0	0	0	0	0
KRTAP20-3	0	0	0	0	0	0
KRTAP21-3	0	0	0	0	0	0
KRTAP21-2	0	0	0	0	0	0
KRTAP21-1	0	0	0	0	0	0
KRTAP8-1	0	0	0	0	0	0
KRTAP7-1	0	0	0	0	0	0
KRTAP11-1	0	0	0	0	0	0
KRTAP19-8	0	0	0	2	0	0
TIAM1	188	267	274	321	303	296
SOD1	2618	2358	3029	2261	2986	2495
SCAF4	369	530	414	507	469	496
HUNK	341	373	382	457	486	386
LINC00159	1	1	1	0	1	0
MIS18A	52	81	60	46	54	50
MRAP	0	0	0	0	1	0
URB1	325	273	270	396	332	298
SNORA80	0	0	0	0	0	0
C21orf119	6	0	7	4	4	3
EVA1C	32	24	36	20	24	6
TCP10L	26	54	65	60	65	36
C21orf59	321	371	360	375	325	246
SYNJ1	978	996	1214	1399	1397	1169
PAXBP1-AS1	79	120	113	133	88	83
PAXBP1	142	222	128	169	176	130
C21orf49	3	3	4	3	0	1
C21orf62	66	272	254	262	248	139
OLIG2	4	14	3	5	1	0
OLIG1	69	17	35	46	52	18
C21orf54	0	0	0	0	0	0
IFNAR2	147	147	144	186	182	168
LOC100288432	1	1	0	0	0	0
IL10RB	82	89	46	63	71	64
IFNAR1	785	779	839	921	1056	947
IFNGR2	507	443	534	533	597	432
TMEM50B	489	293	337	283	372	277
DNAJC28	27	36	36	28	37	25
GART	525	632	585	640	645	608
SON	1649	2277	2174	2550	2439	2394
DONSON	142	156	140	145	136	108
CRYZL1	170	214	187	170	193	179
ITSN1	522	619	605	1094	743	669
ATP5O	1632	1752	1943	1463	1927	1669
LINC00649	2	5	6	12	13	16
MRPS6	486	526	484	404	586	394
SLC5A3	351	450	421	677	713	394
LINC00310	0	0	0	1	0	1
KCNE2	2	0	0	2	2	3
SMIM11	94	105	78	103	97	92
KCNE1	1	2	3	4	4	4
RCAN1	625	827	856	855	995	915
CLIC6	0	2	0	1	1	0
LINC00160	0	0	0	0	0	0
LOC100506385	0	0	0	0	0	0
RUNX1	13	55	48	95	55	28
RUNX1-IT1	0	0	0	0	0	0
LOC100506403	0	0	0	0	0	0
MIR802	0	0	0	0	0	0
SETD4	199	189	223	207	207	189
LOC100133286	3	0	1	1	3	1
CBR1	303	204	240	195	214	184
CBR3-AS1	10	20	23	24	12	18
CBR3	1	3	1	0	2	0
DOPEY2	661	563	646	816	825	892
MORC3	199	283	249	311	294	274
CHAF1B	91	83	88	56	92	75
CLDN14	0	0	0	0	0	0
SIM2	1	8	6	10	0	2
HLCS	405	280	304	435	376	402
DSCR6	1	5	4	3	4	2
PIGP	91	114	117	127	164	86
TTC3	7978	8974	8853	11419	10861	8529
DSCR9	4	3	2	3	2	6
DSCR3	265	299	278	310	271	290
DYRK1A	818	1078	1147	1190	1244	1124
KCNJ6	101	61	68	138	54	50
DSCR4	0	0	0	0	0	0
DSCR8	0	0	0	0	1	0
DSCR10	0	0	0	0	0	0
KCNJ15	0	0	0	0	0	0
ERG	0	0	0	3	0	1
LINC00114	0	0	0	0	1	0
ETS2	417	403	572	514	575	494
PSMG1	247	265	246	251	256	224
BRWD1	1570	1670	1962	1921	2297	1522
BRWD1-IT2	1	2	1	3	0	1
BRWD1-AS1	0	0	0	0	1	1
HMGN1	142	268	182	170	172	169
WRB	1257	1528	1858	1528	2043	1791
LCA5L	0	1	1	1	1	1
SH3BGR	40	74	37	34	32	18
C21orf88	1	2	0	2	3	0
B3GALT5	1	4	1	0	2	6
IGSF5	5	1	4	8	7	2
