MIC_E3	MIC_E3	MIC_E3	MIC_E3	MIC_E4	MIC_E4	MIC_E4	MIC_E4
FKBP7	397	1140	905	740	379	147	62	49
PLEKHA3	423	433	405	408	295	398	358	377
TTN-AS1	87	72	91	118	17	76	142	118
TTN	8	3	74	676	0	23	0	3
CCDC141	0	2	6	16	0	0	0	0
SESTD1	1190	1106	1169	937	588	812	818	891
ZNF385B	3	7	4	0	0	0	0	0
MIR1258	0	0	0	0	0	0	0	0
CWC22	755	606	708	716	444	800	726	756
UBE2E3	1078	1357	1290	981	924	699	590	694
MIR4437	0	0	0	0	0	0	0	0
ITGA4	3257	2564	2956	3925	1581	4442	5302	6875
CERKL	37	6	1	1	5	196	1	0
NEUROD1	3	0	34	0	4	0	0	0
SSFA2	2881	1882	2150	2875	1316	2468	2421	2744
PPP1R1C	1	5	12	7	4	2	0	0
PDE1A	34	126	114	16	18	8	2	0
DNAJC10	4381	4642	5104	4286	2386	3926	3337	3159
FRZB	377	1807	1156	1106	1304	537	19	0
NCKAP1	1141	2978	3234	1784	863	514	70	29
DUSP19	39	54	64	41	14	9	6	10
NUP35	206	126	173	168	107	98	91	122
ZNF804A	94	76	145	112	36	81	57	77
FSIP2	17	32	36	30	1	10	4	13
ZC3H15	2125	1735	1996	2023	1559	1716	1649	1876
ITGAV	5974	6975	7184	8960	3064	4129	3073	4077
FAM171B	327	522	570	362	108	410	255	306
ZSWIM2	0	0	0	0	0	0	0	0
CALCRL	64	235	201	99	23	28	22	22
TFPI	369	956	618	429	258	255	193	326
GULP1	145	626	485	454	110	67	14	3
MIR561	0	0	0	0	0	0	0	0
DIRC1	4	0	1	5	2	0	0	0
COL3A1	336248	1030159	742457	593364	173290	61835	14454	135
MIR1245A	0	0	0	0	0	0	0	0
MIR1245B	0	0	0	0	0	0	0	0
MIR3606	0	0	0	0	0	0	0	0
COL5A2	12596	40047	28098	19792	7106	3434	360	13
MIR3129	0	0	0	0	0	0	0	0
WDR75	926	758	889	946	619	832	850	792
SLC40A1	3993	4791	4806	4899	7659	7728	7664	6511
ASNSD1	1095	1116	1259	1087	1009	1132	930	849
ANKAR	41	26	11	35	7	24	47	31
OSGEPL1	182	161	184	197	147	183	165	155
ORMDL1	626	470	532	638	523	613	611	603
PMS1	227	207	199	313	83	193	164	165
MSTN	0	0	14	16	0	0	0	0
C2orf88	10	4	10	15	1	3	6	0
HIBCH	476	319	392	387	395	375	381	407
INPP1	218	198	155	172	125	105	123	133
MFSD6	169	54	100	117	41	119	192	200
TMEM194B	336	241	186	297	115	124	197	199
NAB1	1213	773	945	1060	531	1317	1013	1105
GLS	2930	1946	2332	3371	2013	3111	2774	2550
STAT1	5394	3858	4639	4900	3552	5774	4232	5621
STAT4	211	62	60	48	134	181	198	185
MYO1B	646	738	951	1042	347	394	398	269
NABP1	1581	737	758	1412	957	1094	1588	1162
SDPR	101	117	86	98	147	26	1	4
TMEFF2	22	70	103	10	69	36	0	0
PCGEM1	0	0	0	0	0	0	0	0
SLC39A10	861	1075	1338	1291	538	1340	1374	1415
DNAH7	8	16	22	10	3	11	1	2
STK17B	1524	1248	1375	1370	651	1798	1676	2422
HECW2	39	142	183	25	34	85	13	17
CCDC150	37	40	25	48	20	4	11	8
LOC100130452	0	0	0	0	0	0	0	0
GTF3C3	1181	788	938	1164	545	1034	1245	1188
C2orf66	3	0	2	2	0	0	0	0
PGAP1	404	634	779	491	181	286	211	283
ANKRD44	777	477	574	876	307	903	872	911
SF3B1	8711	6548	7763	8847	4788	7950	7934	7533
COQ10B	1006	806	744	706	858	910	604	667
HSPD1	6118	5772	6341	6140	5500	5061	4991	5243
HSPE1-MOB4	0	0	1	0	0	0	0	0
HSPE1	846	798	1033	819	1284	907	589	599
MOB4	53	49	55	47	32	40	38	49
RFTN2	66	136	212	112	58	24	4	0
MARS2	248	233	235	227	176	254	233	207
BOLL	0	0	0	0	0	0	0	0
PLCL1	798	438	593	654	470	986	839	565
SATB2	280	227	357	237	85	202	316	357
SATB2-AS1	0	0	0	0	0	0	0	0
FONG	63	41	61	78	59	97	72	73
C2orf69	777	532	649	661	453	717	589	447
TYW5	150	117	133	118	105	107	160	128
C2orf47	366	267	306	318	330	279	223	266
SPATS2L	2831	3778	3997	3158	2609	2509	2896	2510
KCTD18	640	450	517	543	393	505	594	601
SGOL2	669	248	364	543	172	157	154	147
AOX1	9	20	19	15	6	2	0	0
AOX2P	0	0	1	0	0	0	0	0
LOC100507140	0	0	0	0	0	0	0	0
BZW1	2377	2411	2754	2287	1632	2154	2098	1836
CLK1	730	540	539	964	433	600	883	863
PPIL3	520	480	501	567	479	534	501	577
NIF3L1	499	433	504	500	411	414	441	474
ORC2	294	266	312	297	134	221	243	228
FAM126B	592	429	504	588	236	648	595	584
NDUFB3	1086	896	912	1059	1238	1056	932	923
CFLAR	4242	2044	2481	3998	1970	4000	4554	4451
CFLAR-AS1	2	0	0	2	0	48	0	1
CASP10	442	208	184	325	139	358	463	639
CASP8	760	436	480	778	430	519	569	795
ALS2CR12	1	6	1	8	2	7	3	12
TRAK2	2039	1561	1777	1924	871	1839	2083	1963
STRADB	688	605	672	752	540	759	761	595
ALS2CR11	0	0	0	0	1	0	0	0
TMEM237	344	612	638	395	354	184	114	94
MPP4	6	6	10	15	18	5	0	0
ALS2	1078	837	987	1148	563	1000	1200	1271
CDK15	6	21	25	7	8	6	1	0
FZD7	1043	872	833	677	787	536	299	222
SUMO1	2401	2039	2377	2399	2192	2352	2133	2058
NOP58	1157	948	1177	1055	850	760	877	816
SNORD70	0	0	0	0	0	0	0	0
SNORD11B	0	0	0	0	0	0	0	0
SNORD11	0	0	0	0	0	0	0	0
BMPR2	3388	3146	3810	4070	1103	3599	3550	3955
FAM117B	305	610	526	386	106	187	169	212
ICA1L	47	163	149	108	25	39	34	17
WDR12	519	490	514	586	391	354	450	390
ALS2CR8	143	114	134	136	40	92	129	168
NBEAL1	305	253	317	491	14	315	291	345
CYP20A1	1410	1149	1095	1395	780	1212	1152	1006
ABI2	688	1149	1619	803	463	528	515	522
RAPH1	4301	2349	2971	4133	1240	4220	5530	4533
CD28	11949	5669	6863	7438	6625	12707	12076	11725
CTLA4	17	4	8	10	2	12	28	78
ICOS	1	2	1	9	1	3	6	9
PARD3B	124	182	221	120	52	65	43	87
NRP2	11098	7541	7988	10917	3475	8288	9993	8797
INO80D	907	691	909	1225	261	1065	1124	1240
GCSHP3	168	152	176	166	124	208	165	151
NDUFS1	2704	2590	2827	2858	1591	2981	2560	2450
EEF1B2	4925	5773	6131	5734	5973	5131	4721	4423
SNORD51	0	0	0	1	2	1	0	0
SNORA41	0	0	0	0	3	0	0	0
GPR1	71	161	134	26	67	9	7	0
ZDBF2	182	384	386	339	63	202	115	158
ADAM23	69	151	200	57	48	23	1	2
LOC200726	0	0	0	0	0	0	0	0
DYTN	0	0	0	0	0	0	0	0
MDH1B	8	21	20	10	7	2	0	0
FASTKD2	874	771	890	959	648	941	797	764
MIR3130-2	0	0	0	0	0	0	0	0
MIR3130-1	0	0	0	0	0	0	0	0
CPO	0	2	1	0	0	0	0	0
KLF7	1817	1287	1629	1658	595	1738	1805	2051
MIR2355	0	0	0	0	0	0	0	0
CREB1	1646	1395	1677	1772	739	1782	2016	2010
METTL21A	355	295	330	381	205	264	392	370
CCNYL1	1541	918	1182	1467	772	1750	1607	1871
MIR4775	0	0	0	0	0	0	0	0
FZD5	1026	519	646	864	452	669	571	839
PLEKHM3	805	527	698	803	204	824	696	795
LOC100507443	0	1	0	0	0	0	0	0
CRYGD	0	5	1	0	0	0	0	0
CRYGC	0	0	2	4	0	0	0	0
CRYGB	0	0	0	0	0	0	0	0
CRYGA	0	0	0	0	0	0	0	0
C2orf80	3	3	20	1	2	0	4	0
IDH1	10827	9253	10557	9321	10523	12697	12025	13426
IDH1-AS1	7	10	10	6	14	17	9	9
PIKFYVE	2129	1709	1914	2473	744	2394	2807	2968
PTH2R	0	2	1	0	0	0	0	0
MAP2	136	330	1496	75	92	92	28	29
UNC80	25	28	53	25	12	25	6	21
RPE	1267	948	1029	1382	863	1187	1334	1187
KANSL1L	254	159	212	328	84	266	260	360
ACADL	0	2	6	1	1	0	1	0
MYL1	0	0	59	342	0	0	0	0
LANCL1	970	1097	1204	1206	545	936	967	1005
CPS1	343	615	531	527	191	330	517	533
CPS1-IT1	0	0	0	0	0	0	0	0
ERBB4	8	65	220	12	12	6	0	0
MIR548F2	0	0	0	0	0	0	0	0
MIR4776-2	0	0	0	0	0	0	0	0
MIR4776-1	0	0	0	0	0	0	0	0
IKZF2	145	102	126	166	29	90	126	158
LOC100130451	0	0	0	0	0	0	0	0
SPAG16	187	213	214	147	195	174	104	116
VWC2L	0	0	0	0	0	0	0	0
VWC2L-IT1	0	0	0	0	0	0	0	0
BARD1	322	245	300	330	42	122	119	86
ABCA12	8	3	11	4	6	0	0	0
ATIC	1478	1314	1423	1653	1330	1201	1261	1180
FN1	104594	427801	328737	137619	70003	44637	6039	2325
LINC00607	2	24	21	4	5	0	0	2
MREG	74	82	66	145	94	76	113	48
PECR	425	203	225	329	279	318	353	293
TMEM169	36	14	63	56	14	11	24	34
XRCC5	8954	8035	9854	8570	7146	8769	7370	7457
PKI55	251	300	409	291	175	289	263	315
MARCH4	10	4	31	16	1	0	0	0
SMARCAL1	910	734	690	901	552	693	768	983
RPL37A	13279	20015	19697	14453	24673	15857	11057	12197
IGFBP2	2477	5864	4132	723	9803	1842	3	7
IGFBP5	18562	30628	22846	12191	10331	9333	964	7
TNP1	0	0	0	0	0	0	0	0
DIRC3	45	35	19	133	33	42	27	19
TNS1	1729	4104	3343	3670	676	1353	2573	3058
RUFY4	0	0	1	1	0	2	0	0
CXCR2P1	0	1	0	0	0	0	0	0
CXCR2	4	9	26	15	14	2	4	29
CXCR1	0	0	0	0	0	0	0	0
ARPC2	25697	15908	17805	25729	17135	18690	20489	21965
GPBAR1	186	165	136	76	158	28	28	38
AAMP	1857	1844	1738	1535	2201	1528	1662	1544
PNKD	6411	3437	3575	5113	4211	3960	5519	6539
TMBIM1	10299	5362	5645	7836	6542	7908	8328	9662
C2orf62	15	3	5	10	12	8	4	16
SLC11A1	1938	521	539	403	167	337	1047	2612
CTDSP1	2527	2505	2231	2069	1939	1876	2517	2689
MIR26B	0	0	0	0	0	0	0	0
VIL1	0	0	3	0	0	0	0	0
USP37	596	559	680	696	286	669	602	717
RQCD1	1900	1660	1760	1835	1249	1677	1571	1550
PLCD4	25	52	32	47	25	14	9	5
ZNF142	635	582	566	650	256	531	635	779
BCS1L	305	283	266	282	350	289	290	240
RNF25	299	360	366	338	346	237	297	308
STK36	418	391	457	473	206	263	397	495
TTLL4	1068	749	856	1115	455	942	1517	1048
CYP27A1	7931	2483	2807	6354	5198	5237	7094	6136
PRKAG3	0	0	0	5	0	0	0	0
WNT6	13	44	27	0	58	5	0	0
WNT10A	6	4	8	12	3	1	0	0
CDK5R2	8	6	10	2	0	0	0	0
LINC00608	0	0	0	0	0	0	0	0
FEV	0	1	2	0	0	0	0	0
CRYBA2	0	0	0	0	0	0	0	2
MIR375	0	0	0	0	0	0	0	0
LOC100129175	0	0	0	0	0	0	0	0
CCDC108	1	0	16	0	0	0	0	0
IHH	0	0	2	0	3	0	0	0
MIR3131	0	0	0	0	0	0	0	0
NHEJ1	340	328	341	372	245	319	327	287
SLC23A3	1	5	3	4	0	0	1	0
CNPPD1	2582	1735	1626	1821	1759	1896	1804	1937
FAM134A	4923	3812	3655	3808	3217	4042	3916	4256
ZFAND2B	679	439	455	578	719	472	501	516
ABCB6	399	570	490	446	268	341	336	277
ATG9A	1991	2203	2107	2211	1741	1596	2113	2154
ANKZF1	265	240	187	341	218	222	344	375
GLB1L	81	104	104	94	45	45	50	75
STK16	583	495	542	599	521	468	533	548
TUBA4A	49	163	104	109	69	24	21	34
TUBA4B	0	0	0	0	0	0	0	0
DNAJB2	1567	1276	1184	1467	1672	1462	1672	1854
PTPRN	449	1059	983	358	121	35	8	3
MIR153-1	0	0	0	0	0	0	0	0
RESP18	0	0	0	0	0	0	0	0
DNPEP	1275	1226	1074	1026	1433	1190	1054	1094
DES	1061	854	668	1086	189	29	1	0
SPEG	211	797	610	469	133	24	12	0
GMPPA	954	1193	868	867	1030	604	610	619
ASIC4	1	0	6	0	1	0	0	0
CHPF	2660	6513	4633	3009	2503	706	356	339
TMEM198	42	98	105	43	74	3	4	1
MIR3132	0	1	0	0	0	0	0	0
OBSL1	892	1812	1477	1354	866	371	453	587
INHA	8	30	21	22	23	3	1	0
STK11IP	743	546	515	594	648	526	631	683
SLC4A3	32	170	177	67	45	21	4	0
MIR4268	0	0	0	0	0	0	0	0
EPHA4	116	216	319	74	44	39	4	0
PAX3	20	37	189	9	7	6	2	0
CCDC140	1	2	9	1	0	0	0	0
SGPP2	93	48	66	93	40	60	175	128
FARSB	641	768	836	677	511	495	488	484
MOGAT1	0	0	0	0	0	0	0	0
ACSL3	3320	2289	2891	2817	1609	3188	2654	2508
KCNE4	880	1087	1005	1197	415	152	35	0
SCG2	217	936	930	921	211	156	33	0
AP1S3	27	19	33	42	11	34	20	9
WDFY1	2215	1927	2252	2574	1150	2147	2327	2331
MRPL44	775	616	667	817	817	833	742	789
SERPINE2	3194	7391	5220	7181	3440	1053	180	5
FAM124B	1	3	0	1	0	0	3	1
CUL3	2733	2215	2625	2505	1718	2605	2479	2449
DOCK10	5893	3058	4081	7106	1803	5169	5761	7574
MIR4439	0	0	0	0	0	0	0	0
NYAP2	1	1	4	12	0	0	0	0
LOC646736	0	0	0	0	0	0	0	0
MIR5702	0	0	0	0	0	0	0	0
IRS1	272	551	762	254	92	44	3	1
RHBDD1	852	669	719	731	436	761	717	933
COL4A4	7	4	2	9	0	2	0	0
COL4A3	0	0	0	0	0	0	0	0
MFF	1529	1211	1404	1406	1500	1346	1221	1323
TM4SF20	1	0	5	0	0	0	0	0
MIR5703	0	0	0	0	0	0	0	0
AGFG1	3051	2680	2650	2737	1487	2816	2716	2788
C2orf83	0	2	1	0	0	0	0	0
SLC19A3	9	14	10	4	2	0	0	0
CCL20	60	4	12	16	2	7	7	7
DAW1	2	3	1	4	2	1	0	0
SPHKAP	0	2	4	0	0	0	0	0
PID1	684	990	781	1420	297	196	351	249
DNER	65	116	342	15	71	10	2	2
TRIP12	7876	5634	6675	7982	2836	6935	7245	7846
FBXO36	41	68	99	44	23	35	24	41
SLC16A14	15	60	140	2	21	11	0	0
SP110	795	480	486	754	600	594	654	893
SP140	56	11	10	53	16	11	12	34
SP140L	429	406	420	548	304	400	553	613
SP100	2840	1884	2105	2966	1781	2578	2555	2987
LOC151475	17	11	4	12	5	0	8	17
CAB39	11209	4828	5657	9262	4604	8390	8396	9123
ITM2C	4251	6193	5619	4525	6317	4226	2309	5201
LOC151484	0	0	1	0	0	0	0	0
GPR55	4	0	2	0	0	0	0	0
LOC348761	0	0	0	0	0	0	0	0
SPATA3	0	0	0	0	0	0	0	0
C2orf72	12	36	41	11	2	0	0	0
PSMD1	3524	3202	3331	2591	2389	2039	1654	1162
HTR2B	1070	861	882	2520	497	1116	3738	2887
ARMC9	1010	642	636	1216	310	565	1817	1952
MIR4777	0	0	0	0	0	0	0	6
B3GNT7	366	228	237	206	398	288	460	621
NCL	12589	12831	15375	13578	9134	10643	11359	11963
SNORA75	1	1	1	1	0	1	0	0
SNORD20	0	0	0	0	0	0	1	0
SNORD82	0	0	0	0	0	0	0	0
LINC00471	8	8	8	7	0	1	1	0
NMUR1	0	0	0	0	0	0	0	0
C2orf57	0	0	0	0	0	0	0	0
PTMA	12544	12163	14827	17165	13032	11182	11715	12005
PDE6D	532	356	413	427	450	490	410	451
COPS7B	470	468	537	512	413	393	405	410
MIR1471	0	0	0	0	0	0	0	0
NPPC	0	5	4	0	4	0	0	1
DIS3L2	496	405	512	547	286	427	518	569
ALPP	0	1	0	0	0	0	0	0
ECEL1P2	0	0	0	0	0	0	0	0
ALPPL2	0	0	0	0	0	0	0	0
ALPI	0	0	0	0	0	0	0	0
ECEL1	3	4	15	0	7	0	0	0
PRSS56	0	0	0	0	0	0	0	0
CHRND	0	1	91	339	0	0	0	0
CHRNG	0	1	29	124	0	0	0	0
TIGD1	40	93	101	45	31	19	23	19
MIR5001	0	0	0	1	0	0	0	0
EIF4E2	1315	1142	1412	1434	1421	1041	1091	1137
EFHD1	13	101	255	24	70	19	0	0
GIGYF2	2327	1982	2534	2763	1089	2106	2685	3077
KCNJ13	2	3	1	0	0	0	0	0
C2orf82	3	0	1	0	1	0	0	4
NGEF	22	171	222	3	66	30	0	0
NEU2	0	0	0	0	0	0	0	0
INPP5D	6529	3952	4423	5992	3002	5362	6742	8501
ATG16L1	568	436	467	513	362	415	455	472
SCARNA5	0	1	0	0	0	0	0	4
SCARNA6	0	0	1	2	0	1	0	0
SAG	0	0	0	0	0	0	0	0
DGKD	423	464	544	455	202	284	463	514
USP40	1252	1099	1082	1212	621	873	1072	1059
UGT1A8	0	0	0	0	0	0	0	0
UGT1A10	0	0	0	0	0	0	0	0
UGT1A9	0	0	0	0	0	0	0	0
UGT1A7	0	0	0	0	0	0	0	0
UGT1A6	0	0	0	0	0	0	0	0
UGT1A5	0	0	0	0	0	0	0	0
UGT1A4	0	0	0	0	0	0	0	0
UGT1A3	0	0	0	0	0	0	0	0
DNAJB3	0	0	0	0	0	0	0	0
LOC100286922	0	0	0	0	0	0	0	0
UGT1A1	0	0	0	0	0	0	0	0
HJURP	662	314	250	564	182	36	47	21
MSL3P1	76	64	60	79	44	80	56	45
TRPM8	516	122	253	259	277	697	528	858
SPP2	0	0	0	0	0	0	0	0
ARL4C	4806	2171	3357	2588	3129	9022	9572	13497
SH3BP4	406	863	960	400	324	137	11	0
AGAP1	755	816	983	725	319	594	712	505
GBX2	1	14	51	4	5	8	0	0
ASB18	0	0	0	0	0	0	0	0
IQCA1	9	9	2	14	0	1	0	0
CXCR7	48	142	136	93	88	28	17	0
COPS8	1228	1595	1640	1394	1101	841	712	736
COL6A3	32530	115388	92954	28892	16231	12218	373	218
MLPH	237	37	66	188	144	272	253	366
PRLH	0	0	0	0	0	0	0	0
RAB17	5	0	2	2	4	5	1	3
LRRFIP1	6143	2942	3582	5669	2514	5118	5918	5679
RBM44	2	3	1	2	2	2	0	3
RAMP1	65	80	56	65	120	60	6	8
UBE2F	1209	714	844	956	1282	1156	968	900
UBE2F-SCLY	0	1	0	0	0	0	0	3
SCLY	18	19	13	18	6	17	13	32
ESPNL	1	6	6	6	5	2	0	0
KLHL30	2	1	6	24	0	0	0	0
ILKAP	526	404	446	447	529	410	350	341
LOC151174	48	25	19	31	60	27	32	34
LOC643387	5	4	3	2	0	4	0	0
HES6	118	112	360	134	117	61	43	43
PER2	354	333	411	327	127	304	345	367
TRAF3IP1	489	409	452	457	256	429	404	372
ASB1	860	874	933	764	618	678	653	619
LOC151171	0	0	0	0	0	0	0	0
TWIST2	25	84	83	25	53	2	0	0
FLJ43879	1	0	0	0	0	0	0	0
HDAC4	629	828	779	706	336	625	822	838
MIR4440	0	0	0	0	0	0	0	0
MIR4441	0	0	0	0	0	0	0	0
MGC16025	0	1	1	0	0	0	0	0
MIR4269	0	0	0	0	0	0	0	0
MIR2467	0	0	0	0	0	0	0	0
LOC150935	0	0	0	0	0	0	0	0
MIR4786	0	0	0	0	0	0	0	0
NDUFA10	1726	1681	1782	1958	1837	1619	1755	1759
OR6B2	0	0	0	0	0	0	0	0
PRR21	0	0	0	0	0	0	0	0
OR6B3	0	0	0	0	0	0	0	0
MYEOV2	736	803	851	755	1419	931	536	667
OTOS	1	3	0	0	1	0	0	0
GPC1	980	2548	2263	1340	1328	564	30	9
PP14571	0	2	2	0	0	0	0	0
MIR149	0	0	0	0	0	0	0	0
ANKMY1	119	112	96	138	59	78	155	158
DUSP28	70	65	66	68	118	66	66	66
RNPEPL1	4034	2738	2782	3462	3035	3378	4342	4876
CAPN10	302	229	209	262	265	194	299	285
GPR35	214	163	234	204	341	359	289	378
AQP12B	0	0	0	0	0	0	0	0
AQP12A	0	0	0	0	0	0	0	0
KIF1A	150	555	1681	40	61	41	1	1
AGXT	0	0	1	0	0	0	0	0
C2orf54	0	0	1	0	0	0	0	0
LOC200772	1	6	6	4	0	0	0	0
SNED1	272	484	289	90	128	14	2	13
MTERFD2	373	454	461	488	401	379	349	381
PASK	288	192	215	253	121	108	110	152
PPP1R7	1435	1330	1309	1185	1596	1393	1197	1143
ANO7	36	32	29	17	11	13	21	9
HDLBP	18939	27162	25392	22955	10304	14266	15953	17328
SEPT2	14932	15226	16761	16475	10311	12604	11590	12363
FARP2	226	242	263	285	72	283	284	237
STK25	1817	1712	1725	1918	1854	1315	1756	1849
BOK-AS1	0	3	2	0	0	0	0	0
BOK	163	357	280	193	182	57	49	6
THAP4	896	919	850	712	787	590	763	750
ATG4B	1053	1062	1089	960	1172	930	1002	1013
DTYMK	1179	815	712	843	1147	422	355	341
ING5	356	343	348	340	283	292	301	330
D2HGDH	250	310	284	319	291	185	265	305
GAL3ST2	0	1	0	3	0	0	0	0
NEU4	4	1	1	0	0	1	1	8
PDCD1	2	0	0	2	0	0	2	2
CXXC11	0	0	0	0	0	0	0	0
LOC728323	49	35	40	45	15	67	56	42
DEFB125	0	0	0	0	0	0	0	0
DEFB126	0	0	0	0	0	0	0	0
DEFB127	0	0	0	0	0	0	0	0
DEFB128	0	0	0	0	0	0	0	0
DEFB129	0	0	0	0	0	0	0	0
DEFB132	0	0	0	0	0	0	0	0
C20orf96	131	144	157	147	163	121	112	164
ZCCHC3	1034	1150	1106	1104	994	830	792	765
SOX12	515	1301	1102	688	515	218	284	171
NRSN2	410	863	720	592	352	146	273	293
TRIB3	503	1344	1063	217	618	207	140	107
RBCK1	1354	1530	1305	1228	1381	907	1250	1293
TBC1D20	1780	1741	1868	1961	986	1519	1832	1989
CSNK2A1	2269	2337	2506	2421	1334	1930	2092	2034
TCF15	1	0	0	2	0	0	0	0
SRXN1	2324	1931	1899	1664	2133	2599	2822	2648
SCRT2	24	17	115	8	16	6	6	6
SLC52A3	0	0	0	0	0	0	0	0
FAM110A	647	361	359	389	638	523	486	582
ANGPT4	0	0	0	0	0	0	0	1
RSPO4	0	8	0	0	0	0	0	0
PSMF1	3452	2781	3084	3287	2393	3082	3798	3685
TMEM74B	2	2	3	1	2	0	0	1
C20orf202	1	0	0	0	0	0	0	0
RAD21L1	0	0	1	0	0	0	0	0
SNPH	116	174	155	166	90	56	84	57
SDCBP2	0	0	2	0	0	0	0	0
FKBP1A-SDCBP2	0	1	0	0	0	0	0	3
SDCBP2-AS1	27	22	31	30	15	11	25	34
FKBP1A	8381	8671	8801	7925	8693	7240	7379	6100
NSFL1C	1529	1586	1714	1621	1582	1462	1665	1757
SIRPB2	2699	1271	1291	2316	978	1615	2056	2688
SIRPD	1	6	6	3	0	2	0	1
SIRPB1	117	41	58	98	44	45	36	60
SIRPG	0	0	0	1	0	0	0	0
LOC100289473	2	1	1	5	0	1	6	4
SIRPA	17557	9166	10271	13895	8422	15761	20740	23465
PDYN	2	1	0	0	1	1	0	8
STK35	989	1074	950	958	492	748	766	809
TGM3	2	1	0	0	0	2	0	0
TGM6	0	0	0	0	0	0	0	0
SNRPB	2420	2227	2390	2191	3646	2044	1782	1876
SNORD119	0	0	0	0	0	0	0	0
ZNF343	163	178	154	190	86	130	161	163
TMC2	0	0	0	0	0	0	0	0
NOP56	2035	1933	2029	2015	1673	1615	1659	1557
MIR1292	0	0	2	0	0	0	0	0
SNORD110	0	2	0	4	0	1	1	2
SNORA51	0	0	1	3	0	0	1	0
SNORD86	0	0	0	0	0	0	0	0
SNORD56	1	0	0	1	0	0	1	0
SNORD57	1	0	0	3	0	0	0	4
IDH3B	1698	1422	1558	1634	1685	1481	1620	1682
EBF4	90	312	228	112	56	19	4	0
CPXM1	1272	2590	2137	957	1044	476	6	9
C20orf141	0	4	0	0	0	0	0	0
TMEM239	0	0	0	0	0	0	3	0
PCED1A	566	593	527	590	466	402	522	660
VPS16	1300	972	923	1048	806	992	1002	1171
PTPRA	3803	3060	3413	3210	2068	3159	3437	3604
GNRH2	3	0	0	0	0	0	0	0
MRPS26	450	459	470	449	545	343	423	484
OXT	0	0	0	0	0	0	0	0
AVP	0	0	0	0	0	0	0	0
UBOX5-AS1	0	0	0	0	0	3	0	0
UBOX5	367	368	393	304	312	295	365	434
FASTKD5	783	500	634	730	533	701	598	624
PROSAPIP1	207	189	149	144	144	130	165	79
DDRGK1	1442	1207	1218	1341	1950	1310	1714	2023
ITPA	1116	863	977	868	1519	953	896	936
SLC4A11	159	95	95	135	117	149	139	145
C20orf194	1523	984	1059	1686	795	1904	3263	2698
ATRN	3451	3570	3716	3804	1777	3708	4182	4998
GFRA4	0	0	0	0	0	0	0	0
ADAM33	85	191	134	155	47	15	4	6
SIGLEC1	11304	9018	7778	6186	5512	7040	9694	11191
HSPA12B	25	69	64	22	19	2	5	0
C20orf27	2125	1616	1578	1179	2886	1369	1223	856
SPEF1	0	5	16	0	6	1	0	0
CENPB	3200	2591	2440	2223	2959	1894	1983	1934
CDC25B	3609	3361	3055	3615	2198	1646	1912	1865
AP5S1	654	598	579	568	498	527	562	504
MAVS	3653	3990	3366	4002	2056	3065	3632	4093
PANK2	1143	907	937	948	890	795	848	958
MIR103A2	0	2	2	0	3	1	2	0
MIR103B2	0	0	0	0	0	0	0	0
RNF24	273	326	389	334	88	203	193	263
SMOX	564	486	416	339	634	440	688	774
LOC728228	0	0	0	0	0	1	1	0
ADRA1D	1	2	6	1	5	0	0	0
PRNP	9890	5862	6490	7579	7484	8597	8692	10641
PRND	3	4	19	2	0	0	0	0
PRNT	0	0	0	0	0	0	0	0
RASSF2	16998	7483	9213	13944	6926	15994	14796	14546
SLC23A2	4617	3238	4420	6568	1922	6690	9325	9838
TMEM230	3204	2730	2917	3620	2655	2935	3116	3182
PCNA	3592	2582	2866	3251	3016	1579	1499	1451
PCNA-AS1	3	5	0	5	1	1	1	0
CDS2	3768	2741	3517	3757	2383	4331	4729	4433
PROKR2	0	0	1	0	0	0	0	0
LINC00658	0	0	0	0	0	0	0	0
LOC643406	0	0	0	0	0	0	0	0
LINC00654	0	1	4	0	0	8	1	5
GPCPD1	919	783	952	872	579	1142	1142	1111
C20orf196	65	70	51	60	77	68	64	55
CHGB	18	36	112	33	14	9	3	0
TRMT6	316	242	340	281	181	174	206	234
MCM8	385	251	260	356	143	82	75	83
CRLS1	741	840	955	932	715	649	504	579
LRRN4	111	55	57	600	51	90	46	1
FERMT1	35	52	93	92	7	7	2	0
BMP2	224	218	224	137	225	241	301	286
HAO1	0	3	1	0	0	0	0	0
TMX4	1386	1095	1232	1086	516	1018	919	842
PLCB1	358	200	365	218	85	276	98	71
PLCB4	32	52	67	20	19	11	0	0
LAMP5	10	34	97	29	29	7	4	0
PAK7	0	15	30	0	6	0	0	0
SNAP25-AS1	1	6	3	0	4	0	0	0
ANKEF1	105	66	73	131	66	70	124	192
SNAP25	16	34	86	20	12	2	0	0
MKKS	1215	975	1135	1080	1297	1225	1225	1322
SLX4IP	33	40	62	89	9	68	65	66
JAG1	537	843	1058	370	455	887	538	434
LOC339593	0	0	0	0	0	0	0	0
BTBD3	945	1192	1265	789	377	431	403	399
SPTLC3	115	187	148	94	167	66	110	238
ISM1	9	10	13	5	2	5	4	1
ISM1-AS1	0	0	1	0	0	0	0	0
TASP1	129	120	109	106	93	83	110	62
ESF1	647	392	482	643	400	497	515	635
NDUFAF5	244	156	198	157	170	150	149	144
SEL1L2	0	0	0	0	0	0	0	0
MACROD2	8	59	29	40	10	15	10	2
FLRT3	143	405	361	324	108	48	9	0
MACROD2-AS1	0	0	0	0	0	0	0	0
