AST_E3	AST_E3	AST_E3	AST_E4	AST_E4	AST_E4
BLCAP	474	559	391	108	632	502
NNAT	113	211	33	10	63	71
LINC00489	0	0	0	0	0	0
LOC100287792	0	0	0	0	1	0
CTNNBL1	285	249	284	129	297	321
VSTM2L	98	84	104	5	114	84
TTI1	229	281	292	106	315	285
RPRD1B	268	271	309	169	352	355
TGM2	1248	646	2774	1238	2225	1206
KIAA1755	200	38	122	40	302	163
BPI	11	2	1	5	17	21
LBP	0	0	1	0	0	0
LOC388796	33	33	37	5	35	39
SNORA71B	0	1	1	0	0	0
SNORA71A	0	1	0	0	1	0
SNORA71C	0	0	0	0	0	0
SNORA71D	0	0	0	0	0	0
SNHG11	19	29	26	6	22	26
SNORA39	0	0	0	0	0	0
SNORA60	0	0	1	0	0	0
RALGAPB	620	911	826	523	1106	1072
ADIG	0	0	0	0	0	0
ARHGAP40	0	0	0	0	0	0
SLC32A1	0	0	0	0	0	0
ACTR5	56	60	65	17	68	65
PPP1R16B	1	0	1	0	4	2
FAM83D	99	188	225	74	110	107
DHX35	58	74	67	42	93	91
LOC339568	0	0	0	0	0	0
MAFB	234	707	14	3	23	25
TOP1	1601	2519	1848	2121	2675	3126
PLCG1	888	1214	891	269	1114	1045
ZHX3	631	792	947	349	1231	1089
LPIN3	59	87	37	9	85	62
EMILIN3	39	31	48	12	31	45
CHD6	379	648	470	203	614	582
PTPRT	0	0	0	0	0	0
SRSF6	770	1008	936	485	875	922
L3MBTL1	13	16	3	0	14	10
SGK2	0	1	1	0	0	0
IFT52	291	301	312	170	345	370
MYBL2	278	314	381	70	232	184
GTSF1L	0	0	0	0	0	0
TOX2	63	80	16	12	68	53
JPH2	10	4	3	0	1	0
C20orf111	149	129	131	68	171	180
LOC100505783	22	24	19	5	21	26
GDAP1L1	0	0	0	0	0	0
FITM2	18	30	26	16	51	49
R3HDML	0	0	0	0	0	0
HNF4A	0	0	0	0	0	0
MIR3646	0	0	0	0	0	0
TTPAL	250	309	295	137	375	336
SERINC3	975	1040	992	735	1567	1511
PKIG	176	237	265	68	190	224
ADA	364	238	196	42	171	119
LOC79015	1	0	0	0	0	0
WISP2	4	3	3	0	6	3
KCNK15	11	11	3	0	5	7
RIMS4	4	2	1	0	2	5
YWHAB	3673	4090	3801	2562	5045	5491
PABPC1L	14	17	14	3	19	16
TOMM34	280	353	386	86	373	334
STK4-AS1	1	0	0	0	1	0
STK4	313	385	453	279	577	539
KCNS1	14	16	30	2	13	5
WFDC5	0	0	0	0	0	0
WFDC12	0	0	0	0	0	0
PI3	0	0	0	0	0	0
SEMG1	0	0	0	0	0	0
SEMG2	0	0	0	0	0	0
SLPI	0	0	1	0	2	5
MATN4	0	1	1	0	1	0
RBPJL	0	0	0	0	0	0
SDC4	1171	1612	1763	461	1951	2031
SYS1	259	232	245	87	300	295
SYS1-DBNDD2	0	0	0	0	0	0
TP53TG5	0	0	0	1	0	0
DBNDD2	0	0	2	0	0	0
PIGT	1589	1401	1261	238	1780	1455
WFDC2	1	0	1	0	0	0
SPINT3	0	0	0	0	0	0
WFDC6	0	0	0	0	0	0
EPPIN-WFDC6	0	0	0	0	0	0
EPPIN	0	0	0	0	0	0
WFDC8	0	0	0	0	0	0
WFDC9	0	0	0	0	0	0
WFDC10A	0	0	0	0	0	0
WFDC11	0	0	0	0	0	0
WFDC10B	0	0	0	0	0	0
WFDC13	0	0	0	0	0	0
SPINT4	0	0	0	0	0	0
WFDC3	1	3	0	0	2	0
DNTTIP1	167	173	186	56	186	202
UBE2C	163	257	316	128	203	151
TNNC2	1	0	2	0	1	0
SNX21	187	128	177	21	160	148
ACOT8	90	88	68	15	85	94
ZSWIM3	47	47	41	13	53	42
ZSWIM1	75	100	84	21	115	97
SPATA25	1	1	0	0	0	0
NEURL2	6	8	11	3	8	4
CTSA	1683	1541	1505	455	2031	1847
PLTP	902	818	517	59	530	438
PCIF1	288	321	299	55	363	324
ZNF335	201	249	180	29	226	180
MMP9	0	0	3	1	1	0
SLC12A5	0	4	0	0	0	1
NCOA5	508	520	550	185	592	596
CD40	3	0	1	4	17	5
CDH22	0	0	0	0	0	0
SLC35C2	238	235	186	31	254	228
ELMO2	519	607	538	269	792	821
ZNF663	0	1	0	0	0	0
MKRN7P	0	2	0	0	0	1
ZNF334	31	77	43	42	63	69
OCSTAMP	0	1	0	0	0	0
SLC13A3	48	39	15	8	28	23
TP53RK	233	224	235	100	283	293
SLC2A10	487	381	415	151	503	386
EYA2	2	10	0	8	4	13
MIR3616	0	0	0	0	0	0
ZMYND8	444	539	542	281	539	507
LOC100131496	2	0	0	0	1	0
NCOA3	650	733	984	608	1052	1070
SULF2	667	1021	779	175	853	783
LINC00494	0	0	1	0	0	0
PREX1	305	556	336	57	417	262
ARFGEF2	418	622	646	332	730	767
CSE1L	1100	1556	1723	1553	1905	1961
STAU1	1242	1385	1451	803	1906	1863
DDX27	357	356	358	163	432	466
ZNFX1	843	931	864	360	1403	1203
ZFAS1	658	648	632	489	1026	1307
SNORD12C	0	0	0	0	0	0
SNORD12B	0	1	0	0	0	0
SNORD12	0	0	0	0	1	0
KCNB1	4	4	0	2	6	2
PTGIS	136	166	61	60	634	315
B4GALT5	865	1442	972	437	1074	1155
SLC9A8	106	155	94	58	187	153
SPATA2	109	147	127	29	185	140
RNF114	391	438	365	205	526	527
SNAI1	59	29	63	16	74	78
LINC00651	0	0	0	0	0	0
UBE2V1	0	1	4	1	2	6
TMEM189-UBE2V1	0	0	0	0	0	0
TMEM189	380	248	297	64	345	232
CEBPB	283	233	195	75	285	346
LOC284751	12	9	5	4	4	12
PTPN1	731	1004	770	288	937	799
MIR645	0	0	0	0	0	0
FAM65C	0	1	0	0	0	1
PARD6B	13	7	7	13	11	21
BCAS4	85	108	60	14	104	84
ADNP	1031	1420	1177	859	1610	1626
DPM1	234	209	236	283	323	365
MOCS3	121	113	103	28	117	93
KCNG1	175	172	123	9	168	94
NFATC2	31	58	50	30	95	63
MIR3194	0	0	0	0	0	0
ATP9A	577	1127	687	392	1049	1053
SALL4	2	12	2	2	3	4
ZFP64	211	221	231	69	248	215
TSHZ2	18	30	34	9	11	21
ZNF217	674	1052	844	537	997	1164
SUMO1P1	0	0	0	0	0	0
BCAS1	0	0	0	0	0	0
MIR4756	0	0	0	0	0	0
CYP24A1	0	0	4	1	1	1
PFDN4	117	127	155	196	174	190
DOK5	26	52	21	18	57	72
CBLN4	0	0	0	0	0	0
MC3R	0	0	0	0	0	0
FAM210B	822	914	706	431	1126	1324
AURKA	141	245	337	135	180	189
CSTF1	277	300	289	170	346	389
CASS4	40	5	58	1	13	14
RTFDC1	860	755	759	330	865	861
GCNT7	0	0	0	0	0	0
FAM209A	0	0	0	1	0	1
FAM209B	0	0	0	0	1	1
TFAP2C	55	37	120	63	131	92
BMP7	12	12	1	0	0	0
MIR4325	0	0	0	0	0	0
SPO11	0	0	0	0	0	0
MIR5095	0	0	0	0	0	0
RAE1	246	261	259	97	267	249
MTRNR2L3	0	1	0	0	1	0
RBM38	145	181	132	24	156	143
CTCFL	0	0	0	0	0	0
PCK1	0	1	0	0	0	0
ZBP1	0	0	0	0	0	0
PMEPA1	695	1163	312	180	533	530
MIR4532	0	0	0	0	0	0
C20orf85	0	0	0	0	0	0
PPP4R1L	9	24	19	6	29	21
RAB22A	463	587	624	544	717	791
VAPB	432	519	520	358	596	638
APCDD1L	70	115	45	16	98	116
APCDD1L-AS1	2	4	0	2	2	2
STX16	276	368	301	193	377	407
STX16-NPEPL1	0	0	0	0	0	2
NPEPL1	2	2	0	0	3	0
MIR296	0	0	0	0	0	0
MIR298	0	0	0	0	0	0
GNAS-AS1	8	8	5	0	3	2
GNAS	11709	12944	11446	6018	13633	14663
NELFCD	428	541	416	207	561	630
CTSZ	605	673	237	76	370	310
TUBB1	0	0	0	1	0	0
SLMO2-ATP5E	0	0	0	0	0	0
ATP5E	5	5	3	0	4	9
SLMO2	292	374	345	308	277	380
ZNF831	0	0	0	0	0	0
EDN3	2	5	53	26	18	28
PHACTR3	0	0	1	0	7	3
LOC100506384	0	0	0	0	0	0
SYCP2	0	1	1	2	1	3
FAM217B	71	87	64	67	78	99
PPP1R3D	27	20	34	21	35	31
CDH26	0	0	0	0	0	0
C20orf197	1	2	0	0	0	0
LOC284757	0	0	0	0	0	0
MIR4533	0	0	0	0	0	0
CDH4	243	306	173	52	226	201
MIR1257	0	0	0	0	0	0
TAF4	177	214	216	123	230	219
LSM14B	345	411	356	124	418	396
PSMA7	1179	1162	1347	572	1302	1419
SS18L1	78	83	97	63	104	114
GTPBP5	104	93	74	20	86	69
HRH3	0	0	0	0	0	0
OSBPL2	240	258	181	118	291	302
ADRM1	886	773	816	122	837	642
LAMA5	2740	4233	3293	481	4324	2746
MIR4758	0	0	0	0	0	0
RPS21	1556	1784	2008	663	1865	1998
CABLES2	113	152	130	35	143	110
RBBP8NL	0	0	0	0	0	0
GATA5	0	0	0	0	0	0
C20orf166-AS1	0	0	0	1	0	0
C20orf166	0	0	0	0	0	0
MIR1-1	0	0	0	0	0	0
MIR133A2	0	0	0	0	0	0
SLCO4A1	0	0	3	2	1	1
LOC100127888	0	0	0	0	0	0
NTSR1	2	1	2	1	0	0
LINC00659	0	0	0	0	0	0
MRGBP	159	146	174	59	130	158
OGFR	393	272	262	41	281	215
COL9A3	233	179	329	59	352	288
TCFL5	136	116	132	97	172	188
DPH3P1	0	0	0	3	0	0
DIDO1	828	1047	904	395	1143	1018
GID8	626	681	613	293	757	807
SLC17A9	6	0	1	0	3	0
BHLHE23	0	0	0	0	0	0
LOC63930	0	0	0	0	0	0
LINC00029	0	0	0	0	0	0
LOC100144597	0	0	0	0	0	0
HAR1B	0	0	0	0	0	0
HAR1A	1	0	3	0	2	0
MIR124-3	0	0	0	0	0	0
YTHDF1	601	695	576	300	695	631
BIRC7	0	0	0	0	0	0
MIR3196	0	0	0	0	0	0
NKAIN4	1	0	0	0	1	0
FLJ16779	0	1	0	0	0	0
ARFGAP1	786	578	560	86	595	423
MIR4326	0	0	0	0	0	0
COL20A1	0	0	0	0	0	0
CHRNA4	0	0	0	0	0	0
KCNQ2	0	0	0	0	0	0
EEF1A2	62	138	14	17	67	70
PPDPF	2182	1713	1328	101	1468	862
PTK6	0	0	0	0	1	3
SRMS	0	0	0	0	0	0
C20orf195	0	0	0	0	2	0
HELZ2	252	229	225	22	216	187
GMEB2	152	192	148	27	156	149
STMN3	396	462	448	66	483	425
RTEL1	11	2	6	0	3	3
RTEL1-TNFRSF6B	1	3	2	0	3	1
TNFRSF6B	0	0	0	0	0	0
ARFRP1	287	280	291	98	278	227
ZGPAT	126	114	120	19	131	83
LIME1	10	6	14	0	2	4
SLC2A4RG	687	530	618	58	540	425
ZBTB46	77	67	133	39	82	77
ABHD16B	0	0	0	0	0	0
TPD52L2	1368	1498	1577	492	1668	1534
DNAJC5	873	972	851	225	1089	871
MIR941-1	0	0	1	0	0	1
MIR941-3	0	0	0	0	0	0
MIR941-4	0	0	0	0	0	0
MIR941-2	0	0	0	0	0	0
UCKL1	118	153	152	34	187	165
MIR1914	0	1	1	0	0	0
MIR647	0	0	0	0	0	0
UCKL1-AS1	1	1	0	4	0	0
ZNF512B	489	457	521	101	512	436
SAMD10	23	35	27	5	32	25
PRPF6	813	713	738	237	825	834
LINC00176	1	0	0	0	1	0
SOX18	13	0	4	1	5	3
TCEA2	147	142	134	30	146	136
RGS19	91	71	77	16	82	64
OPRL1	17	13	5	1	9	10
C20orf201	1	0	0	0	2	1
NPBWR2	0	0	0	0	0	0
MYT1	0	0	1	0	0	0
PCMTD2	234	323	253	149	285	319
LINC00266-1	0	0	0	0	0	0
MIR3648	0	0	0	0	0	0
MIR3687	0	0	0	0	0	0
TEKT4P2	0	0	0	0	0	0
TPTE	0	0	0	0	0	0
BAGE4	0	0	0	0	0	0
BAGE2	0	0	0	0	0	0
BAGE3	0	0	0	0	0	0
BAGE5	0	0	0	0	0	0
BAGE	0	0	0	0	0	0
ANKRD30BP2	0	0	0	0	0	0
MIR3156-3	0	0	0	0	0	0
POTED	0	0	0	0	0	0
C21orf15	0	0	0	0	0	0
ANKRD20A11P	0	0	0	0	0	0
LIPI	0	0	0	0	0	0
RBM11	0	1	0	0	0	2
ABCC13	0	0	0	0	0	0
HSPA13	681	825	752	648	945	1074
SAMSN1	0	0	0	0	0	0
SAMSN1-AS1	0	0	0	0	0	0
LOC388813	0	0	0	0	0	0
NRIP1	280	537	444	342	457	614
USP25	462	551	520	334	547	629
LINC00478	18	31	24	16	33	37
MIR99A	0	0	0	0	0	0
MIRLET7C	0	0	0	0	0	0
MIR125B2	0	0	0	0	0	0
C21orf37	0	0	0	0	0	0
CXADR	16	36	5	7	14	9
BTG3	134	117	161	78	152	171
C21orf91-OT1	0	0	0	0	0	0
C21orf91	60	108	61	42	79	90
CHODL-AS1	0	0	0	0	0	0
CHODL	0	0	1	0	1	0
TMPRSS15	0	0	0	0	0	0
LINC00320	0	0	0	0	0	0
NCAM2	45	27	43	28	146	128
RNU6-67	0	0	0	0	0	0
LINC00317	0	0	0	0	0	0
LINC00308	0	0	0	0	0	0
D21S2088E	0	0	0	0	0	0
LOC339622	0	0	0	0	0	0
LINC00158	0	0	0	0	0	0
MIR155HG	0	3	7	2	2	5
MIR155	0	0	0	0	0	0
LINC00515	2	5	0	0	1	1
MRPL39	130	149	161	77	172	239
JAM2	37	45	9	19	61	51
ATP5J	467	528	560	269	699	751
GABPA	171	239	255	223	275	292
APP	5842	6530	6736	2393	7307	7829
CYYR1	1	2	4	4	13	1
ADAMTS1	123	80	97	115	296	170
ADAMTS5	8	24	1	26	17	38
MIR4759	0	0	0	0	0	0
MIR5009	0	0	0	0	0	0
LINC00113	0	0	0	0	0	0
LINC00314	0	0	0	0	0	0
LINC00161	0	0	0	0	0	0
N6AMT1	27	31	36	12	32	34
LTN1	303	395	440	315	472	538
RWDD2B	108	106	115	48	101	106
USP16	342	371	375	344	446	499
CCT8	1467	1683	1717	1270	1832	2030
C21orf7	9	6	14	4	6	8
LINC00189	0	0	0	0	0	0
BACH1	469	726	498	319	670	751
GRIK1	0	0	34	0	2	0
GRIK1-AS2	0	0	0	0	1	0
GRIK1-AS1	0	0	0	0	0	0
CLDN17	0	0	0	0	0	0
LINC00307	0	0	0	0	0	0
CLDN8	0	0	0	0	0	0
KRTAP24-1	0	0	0	0	0	0
KRTAP25-1	0	0	0	0	0	0
KRTAP26-1	0	0	0	0	0	0
KRTAP27-1	0	0	0	0	0	0
KRTAP23-1	0	0	0	0	0	0
KRTAP13-2	0	0	0	0	0	0
MIR4327	0	0	0	0	0	0
KRTAP13-1	0	0	0	0	0	0
KRTAP13-3	0	0	0	0	0	0
KRTAP13-4	0	0	0	0	0	0
KRTAP15-1	0	0	0	0	0	0
KRTAP19-1	0	0	0	0	0	0
KRTAP19-2	0	0	0	0	0	0
KRTAP19-3	0	0	0	0	0	0
KRTAP19-4	0	0	0	0	0	0
KRTAP19-5	0	0	0	0	0	0
KRTAP19-6	0	0	0	0	0	0
KRTAP19-7	0	0	0	0	0	0
KRTAP22-2	0	0	0	0	0	0
KRTAP6-3	0	0	0	0	0	0
KRTAP6-2	0	0	0	0	0	0
KRTAP22-1	0	0	0	0	0	0
KRTAP6-1	0	0	0	0	0	0
KRTAP20-1	0	0	0	0	0	0
KRTAP20-4	0	0	0	0	0	0
KRTAP20-2	0	0	0	0	0	0
KRTAP20-3	0	0	0	0	0	0
KRTAP21-3	0	0	0	0	0	0
KRTAP21-2	0	0	0	0	0	0
KRTAP21-1	0	0	0	0	0	0
KRTAP8-1	0	0	0	0	0	0
KRTAP7-1	0	0	0	0	0	0
KRTAP11-1	0	0	0	0	0	0
KRTAP19-8	0	0	0	0	0	0
TIAM1	496	411	753	187	589	420
SOD1	1301	1308	1285	775	1870	2346
SCAF4	279	436	388	180	520	518
HUNK	18	36	35	7	50	55
LINC00159	0	0	0	0	0	0
MIS18A	62	78	99	43	58	66
MRAP	0	0	0	6	0	0
URB1	560	701	866	215	855	790
SNORA80	0	0	0	0	0	0
C21orf119	1	1	4	0	2	2
EVA1C	45	35	81	36	78	103
TCP10L	2	2	3	1	6	3
C21orf59	249	221	331	164	287	344
SYNJ1	167	246	210	137	294	257
PAXBP1-AS1	6	1	5	13	6	4
PAXBP1	90	146	133	110	134	176
C21orf49	2	2	2	0	2	4
C21orf62	1	0	2	0	0	2
OLIG2	0	0	0	0	0	0
OLIG1	1	0	0	0	0	0
C21orf54	0	0	0	0	0	0
IFNAR2	128	161	151	88	189	164
LOC100288432	0	0	0	0	0	0
IL10RB	350	297	340	108	433	435
IFNAR1	998	1113	1108	827	1454	1440
IFNGR2	626	686	608	298	996	909
TMEM50B	204	215	284	161	274	337
DNAJC28	11	15	7	11	14	17
GART	625	781	772	279	850	901
SON	2189	3239	2942	1702	4062	4042
DONSON	138	159	184	117	185	195
CRYZL1	146	110	126	86	133	184
ITSN1	528	820	525	279	704	641
ATP5O	917	932	882	422	1011	1089
LINC00649	13	11	2	3	9	6
MRPS6	407	612	630	277	618	727
SLC5A3	431	1095	1120	488	1114	1392
LINC00310	1	1	1	0	0	2
KCNE2	0	0	0	0	0	0
SMIM11	80	70	80	21	93	117
KCNE1	1	2	1	0	1	1
RCAN1	284	466	168	107	257	298
CLIC6	1	3	0	1	5	3
LINC00160	0	0	0	0	0	0
LOC100506385	3	2	2	1	2	0
RUNX1	668	1112	718	407	952	1137
RUNX1-IT1	0	0	1	0	0	0
LOC100506403	0	0	0	0	0	0
MIR802	0	0	0	0	0	0
SETD4	55	73	72	16	73	74
LOC100133286	0	0	2	7	0	3
CBR1	408	412	468	106	521	453
CBR3-AS1	2	2	1	7	3	2
CBR3	60	17	66	10	38	38
DOPEY2	109	130	151	69	175	153
MORC3	203	264	327	209	295	370
CHAF1B	68	109	107	52	143	182
CLDN14	0	0	0	0	0	0
SIM2	1	1	0	3	0	0
HLCS	244	403	305	169	398	417
DSCR6	1	1	0	3	1	0
PIGP	57	53	60	39	80	79
TTC3	1927	2514	2156	1548	2753	2743
DSCR9	0	0	1	0	0	0
DSCR3	285	280	310	106	361	353
DYRK1A	420	589	471	297	604	622
KCNJ6	40	2	0	2	29	15
DSCR4	0	0	0	0	0	0
DSCR8	0	1	0	0	0	1
DSCR10	0	0	0	0	0	0
KCNJ15	5	11	0	6	16	7
ERG	5	1	10	13	18	19
LINC00114	0	0	0	0	0	0
ETS2	282	406	281	159	386	469
PSMG1	238	219	217	134	238	277
BRWD1	228	400	361	271	456	534
BRWD1-IT2	0	0	0	0	0	0
BRWD1-AS1	0	0	0	0	0	1
HMGN1	405	446	453	284	574	592
WRB	286	341	268	180	344	322
LCA5L	4	2	0	3	2	1
SH3BGR	16	19	10	7	20	13
C21orf88	0	9	2	0	2	4
B3GALT5	0	4	1	0	1	1
IGSF5	0	1	0	1	1	0
PCP4	0	1	0	0	3	1
DSCAM	0	1	0	1	1	2
MIR4760	0	0	0	0	0	0
DSCAM-AS1	0	0	0	0	0	0
DSCAM-IT1	0	0	0	0	0	0
LINC00323	0	0	0	0	0	0
MIR3197	0	0	0	0	0	0
BACE2	78	149	41	81	282	426
PLAC4	0	0	0	0	0	0
FAM3B	0	0	0	0	0	0
MX2	104	87	167	10	53	76
MX1	74	116	26	17	49	58
TMPRSS2	12	32	2	3	7	31
LINC00111	0	0	0	0	0	0
LINC00479	0	0	0	0	0	0
LINC00112	0	0	0	0	0	0
RIPK4	17	16	0	7	5	6
PRDM15	53	94	95	34	97	94
C2CD2	122	126	155	54	167	145
ZBTB21	167	224	215	132	214	254
ZNF295-AS1	1	0	0	0	1	1
UMODL1	0	0	0	0	0	2
C21orf128	0	1	0	0	0	0
ABCG1	61	22	80	3	12	11
TFF3	2	1	5	2	6	2
TFF2	0	0	0	0	0	0
TFF1	0	0	0	0	0	0
TMPRSS3	0	0	0	0	0	0
UBASH3A	0	0	0	0	0	0
RSPH1	1	0	0	0	0	2
SLC37A1	42	75	38	23	59	50
PDE9A	193	202	318	73	291	315
WDR4	56	83	85	12	86	58
NDUFV3	265	291	288	105	334	352
PKNOX1	167	195	297	78	258	249
CBS	784	823	407	121	622	583
U2AF1	656	571	617	293	583	713
CRYAA	0	0	0	0	0	0
SIK1	235	299	68	38	150	97
LINC00319	0	0	0	0	0	0
LINC00313	1	2	0	1	1	0
HSF2BP	7	7	5	4	11	4
RRP1B	576	807	700	305	787	752
PDXK	1111	1137	1017	227	1321	1243
CSTB	738	697	746	331	1346	1392
RRP1	182	196	183	42	182	180
LOC284837	0	1	0	0	1	0
AGPAT3	1080	1326	1316	396	1452	1296
TRAPPC10	401	446	465	157	518	486
PWP2	183	205	195	40	188	215
C21orf33	405	485	492	149	466	461
ICOSLG	59	1	143	22	65	20
DNMT3L	0	0	0	0	0	0
AIRE	0	0	0	0	0	0
PFKL	1377	1117	1364	203	1172	1093
C21orf2	70	50	54	5	53	34
TRPM2	0	0	0	0	0	0
LRRC3-AS1	0	0	0	0	0	0
LRRC3	27	28	19	2	25	27
TSPEAR	0	0	0	0	0	0
C21orf90	0	0	0	0	0	1
KRTAP10-1	0	0	0	0	0	0
KRTAP10-2	0	0	0	0	0	0
KRTAP10-3	0	0	0	0	0	0
KRTAP10-4	0	0	0	0	0	0
KRTAP10-5	0	0	0	0	0	0
KRTAP10-6	0	0	0	0	0	0
KRTAP10-7	0	0	0	0	0	0
KRTAP10-8	0	0	0	0	0	0
KRTAP10-9	0	0	0	0	0	0
KRTAP10-10	0	0	0	0	0	0
KRTAP10-11	0	0	0	0	0	0
KRTAP12-4	0	0	0	0	0	0
KRTAP12-3	0	0	0	0	0	0
KRTAP12-2	0	0	0	0	0	0
KRTAP12-1	0	0	0	0	0	0
KRTAP10-12	0	0	0	0	0	0
UBE2G2	373	399	487	153	425	441
SUMO3	858	1008	1035	466	1199	1190
PTTG1IP	2935	3435	2517	1072	3369	3186
ITGB2	1	5	1	0	3	2
ITGB2-AS1	0	0	0	0	0	0
C21orf67	13	10	12	3	8	8
FAM207A	54	33	32	1	28	19
LINC00163	0	0	0	0	0	0
LINC00162	0	0	0	0	0	0
SSR4P1	2	7	4	0	5	5
ADARB1	275	636	235	111	500	403
POFUT2	607	547	474	112	518	414
LOC642852	109	144	123	26	142	104
COL18A1	1747	1703	1314	112	1193	860
COL18A1-AS2	0	0	0	0	0	0
COL18A1-AS1	0	0	0	0	0	0
SLC19A1	153	135	125	23	102	73
LOC100129027	0	0	0	0	1	1
PCBP3	43	46	24	15	77	59
COL6A1	26205	13017	20998	1918	23103	14056
COL6A2	20725	11846	15678	1511	16081	12177
FTCD	0	0	3	0	1	0
SPATC1L	153	127	129	19	99	81
LSS	753	676	786	95	746	610
MCM3AP-AS1	3	6	7	19	7	10
MCM3AP	821	958	928	295	1092	993
YBEY	66	70	62	19	66	84
C21orf58	23	16	21	2	21	9
PCNT	290	421	343	137	354	359
DIP2A	278	368	316	109	354	348
DIP2A-IT1	1	1	1	0	0	1
S100B	0	0	1	0	6	1
PRMT2	978	985	822	329	1094	1121
POTEH	0	0	0	0	0	0
OR11H1	0	0	0	0	0	0
CCT8L2	0	0	0	0	0	0
TPTEP1	0	0	0	0	0	0
ANKRD62P1-PARP4P3	0	0	0	0	0	0
XKR3	0	0	0	0	0	0
HSFY1P1	0	0	0	0	0	0
GAB4	0	0	0	0	0	0
CECR7	0	0	0	0	0	0
IL17RA	166	200	201	49	217	224
CECR6	17	23	4	4	5	12
CECR5	158	186	149	27	152	153
CECR5-AS1	1	0	0	0	0	1
CECR1	285	313	255	53	342	202
CECR3	0	0	0	0	0	0
CECR2	1	7	6	4	1	4
SLC25A18	2	2	1	0	0	0
ATP6V1E1	719	780	697	464	871	931
BCL2L13	490	566	456	153	625	525
BID	153	264	248	90	229	230
MIR3198-1	0	0	0	0	0	0
MICAL3	390	516	418	76	449	384
MIR648	0	0	0	0	0	0
FLJ41941	0	0	0	0	0	0
PEX26	353	417	307	75	459	351
TUBA8	4	6	2	0	3	6
USP18	31	18	28	11	24	18
GGT3P	0	0	0	0	0	0
DGCR6	13	16	7	0	12	7
PRODH	4	2	0	0	4	4
DGCR5	6	11	4	2	12	7
DGCR9	0	1	0	0	0	0
DGCR10	0	0	0	0	0	0
DGCR2	1138	1397	946	181	1135	1023
DGCR11	31	29	27	13	37	32
DGCR14	167	172	143	26	151	112
TSSK2	0	0	0	0	0	0
GSC2	0	0	0	0	0	0
SLC25A1	874	833	607	99	671	606
CLTCL1	180	235	76	22	174	146
HIRA	410	414	397	142	467	462
MRPL40	163	174	179	76	209	218
C22orf39	118	118	95	39	140	134
UFD1L	453	451	458	174	568	556
CDC45	39	65	80	32	63	67
CLDN5	2	0	0	0	1	1
LOC150185	0	0	0	0	0	0
SEPT5	1	1	2	0	1	0
SEPT5-GP1BB	4	8	4	0	4	1
GP1BB	0	0	0	0	0	0
TBX1	0	0	191	0	0	0
GNB1L	39	27	33	2	18	14
C22orf29	262	271	366	80	286	270
TXNRD2	174	140	130	20	123	123
COMT	1050	1087	832	155	991	1007
MIR4761	0	0	0	0	0	0
ARVCF	67	66	47	8	56	65
TANGO2	102	117	104	37	139	130
MIR185	0	0	0	0	0	0
DGCR8	371	387	396	122	404	417
MIR3618	0	0	0	0	0	0
MIR1306	0	0	0	0	0	0
TRMT2A	141	135	141	23	129	117
RANBP1	417	479	532	238	504	488
ZDHHC8	449	411	388	30	406	283
LOC388849	0	0	0	0	0	0
LOC284865	0	0	3	0	0	0
LOC150197	0	0	0	0	0	1
RTN4R	39	44	33	1	41	29
MIR1286	0	0	0	0	0	0
DGCR6L	200	188	165	26	157	135
LOC729444	0	0	0	0	0	0
TMEM191B	0	3	1	0	0	1
PI4KAP1	13	10	13	3	18	17
RIMBP3	3	4	5	1	0	2
ZNF74	66	79	84	14	76	81
SCARF2	835	748	654	89	845	580
KLHL22	257	224	223	28	261	203
MED15	950	924	894	216	972	693
POM121L4P	0	0	0	0	0	0
TMEM191A	4	5	1	0	9	7
PI4KA	581	836	754	211	942	894
SERPIND1	11	18	16	5	16	28
SNAP29	361	388	317	144	464	435
CRKL	662	829	764	291	986	974
AIFM3	1	2	0	0	0	3
LZTR1	528	531	429	58	516	398
THAP7	79	68	81	13	80	66
THAP7-AS1	3	7	9	2	6	8
TUBA3FP	5	7	3	0	4	1
P2RX6	5	8	2	0	3	2
SLC7A4	8	9	0	0	0	0
P2RX6P	0	0	0	0	0	0
LOC400891	0	0	0	0	0	0
BCRP2	0	0	0	0	0	0
POM121L8P	0	0	0	0	0	0
RIMBP3C	0	0	0	0	0	0
RIMBP3B	0	0	0	0	0	0
HIC2	62	59	51	16	57	55
TMEM191C	0	0	0	0	1	0
PI4KAP2	16	21	14	1	13	14
UBE2L3	910	954	960	375	1089	980
YDJC	100	65	52	4	63	40
CCDC116	0	0	0	0	0	0
SDF2L1	116	115	133	25	111	92
MIR301B	0	0	0	0	0	0
MIR130B	0	0	0	0	0	0
PPIL2	361	473	353	96	504	422
YPEL1	18	70	26	19	28	37
MAPK1	1381	1821	1835	962	2595	2497
PPM1F	330	364	439	88	482	347
TOP3B	114	128	113	26	137	103
VPREB1	0	0	0	0	0	0
LOC96610	79	92	99	51	83	103
ZNF280B	28	44	32	21	45	53
ZNF280A	0	0	0	0	0	0
PRAME	0	0	0	0	0	0
LOC648691	0	0	0	0	0	0
POM121L1P	0	0	0	0	0	0
GGTLC2	0	0	0	0	0	0
MIR650	0	0	0	0	0	0
IGLL5	0	0	0	0	0	0
RTDR1	0	0	1	0	1	0
GNAZ	31	45	13	10	52	47
RAB36	59	80	65	20	70	56
BCR	689	737	507	126	843	723
FBXW4P1	2	3	1	0	0	0
CES5AP1	0	0	0	0	0	0
